timestamps,eeg_1,eeg_2,eeg_3,eeg_4
1554948030.83869,,,,
1554948030.83870,,,,
1554948030.83872,,,,
1554948030.83874,,,,
1554948030.83876,,,,
1554948030.83877,,,,
1554948030.83879,,,,
1554948030.83881,,,,
1554948030.83881,,,,
1554948030.83882,,,,
1554948030.83883,,,,
1554948030.83884,,,,
1554948030.83886,,,,
1554948030.83915,,,,
1554948030.83965,806.2637329,25.38461494,840.1098633,790.5494385
1554948030.84167,,,,
1554948030.84354,811.098877,25.38461494,901.7582397,850.9890137
1554948030.84744,801.4285889,25.38461494,1258.351685,989.1941528
1554948030.85134,795.7875366,25.38461494,1245.457886,959.7802124
1554948030.85524,805.4578857,25.38461494,858.6447144,812.7106323
1554948030.85840,,,,
1554948030.85855,,,,
1554948030.85914,803.4432373,24.98168564,767.9853516,812.7106323
1554948030.86104,,,,
1554948030.86304,805.8607788,25.38461494,1110.073242,952.1245117
1554948030.86694,813.5164795,25.38461494,1349.41394,979.5238037
1554948030.87084,806.2637329,25.38461494,1055.27478,847.765564
1554948030.87473,802.234436,25.38461494,816.7399292,793.3699341
1554948030.87794,,,,
1554948030.87863,805.4578857,25.38461494,1047.619019,914.6520386
1554948030.88041,,,,
1554948030.88253,814.3223267,25.38461494,1163.260132,985.164856
1554948030.88643,820.366272,25.38461494,1039.560425,872.3442993
1554948030.89033,818.7545776,25.38461494,859.8534546,782.4908447
1554948030.89355,,,,
1554948030.89423,817.9487305,25.38461494,906.5933838,871.1355591
1554948030.89733,,,,
1554948030.89813,817.1428833,25.38461494,1234.175781,983.9560547
1554948030.89978,,,,
1554948030.90203,827.2161255,25.38461494,1173.333374,921.9047852
1554948030.90593,822.7838745,25.38461494,896.9230957,788.131897
1554948030.90982,812.7106323,25.38461494,811.5018311,829.2307739
1554948030.91372,817.5457764,25.38461494,928.3516235,954.5421143
1554948030.91672,,,,
1554948030.91762,794.1758423,25.38461494,1171.318726,925.5311279
1554948030.91916,,,,
1554948030.92152,804.6520386,25.38461494,1062.93042,803.8461304
1554948030.92542,819.1575317,25.38461494,890.8791504,801.0256348
1554948030.92870,,,,
1554948030.92932,807.8754883,25.38461494,1096.373657,929.9633789
1554948030.93322,806.666687,25.38461494,1303.076904,969.4505615
1554948030.93612,,,,
1554948030.93712,799.4139404,25.38461494,1136.666626,848.5714111
1554948030.93853,,,,
1554948030.93990,,,,
1554948030.93990,,,,
1554948030.93999,,,,
1554948030.94001,,,,
1554948030.94002,,,,
1554948030.94004,,,,
1554948030.94005,,,,
1554948030.94007,,,,
1554948030.94009,,,,
1554948030.94011,,,,
1554948030.94013,,,,
1554948030.94014,,,,
1554948030.94016,,,,
1554948030.94016,,,,
1554948030.94017,,,,
1554948030.94018,,,,
1554948030.94019,,,,
1554948030.94021,,,,
1554948030.94101,804.6520386,25.38461494,787.7289429,784.5054932
1554948030.94491,813.5164795,25.38461494,878.3883057,891.2820435
1554948030.94881,815.5311279,25.38461494,1131.428589,977.9121094
1554948030.95271,818.7545776,25.38461494,998.8644409,886.8497925
1554948030.95551,,,,
1554948030.95661,809.4871826,25.38461494,787.7289429,782.4908447
1554948030.95790,,,,
1554948030.96051,815.1282349,25.38461494,843.7362671,855.4212646
1554948030.96384,,,,
1554948030.96441,826.0073242,25.38461494,1150.769287,983.1502075
1554948030.96831,823.9926758,25.38461494,1156.410278,936.0073242
1554948030.97220,820.7692261,25.38461494,597.9487305,801.0256348
1554948030.97490,,,,
1554948030.97610,817.9487305,25.38461494,459.3406677,817.5457764
1554948030.97727,,,,
1554948030.98000,815.934082,25.38461494,984.7619019,952.9304199
1554948030.98390,826.4102783,25.38461494,1196.300415,958.5714111
1554948030.98780,827.6190186,25.38461494,896.9230957,826.4102783
1554948030.99170,809.4871826,25.38461494,651.9414063,801.4285889
1554948030.99430,,,,
1554948030.99560,808.6813354,25.38461494,867.1062012,924.7252808
1554948030.99664,,,,
1554948030.99899,,,,
1554948030.99950,822.7838745,25.38461494,1032.307739,977.1062012
1554948031.00340,834.8717651,25.38461494,738.5714111,858.6447144
1554948031.00729,823.9926758,25.38461494,565.7142944,775.6410522
1554948031.01119,813.1135254,25.38461494,803.4432373,879.1941528
1554948031.01369,,,,
1554948031.01509,807.8754883,25.38461494,1180.989014,977.5091553
1554948031.01601,,,,
1554948031.01899,811.5018311,25.38461494,1116.923096,894.9084473
1554948031.02289,814.7252808,25.38461494,809.0842285,783.2966919
1554948031.02679,820.7692261,25.38461494,839.3040161,848.9743652
1554948031.03069,830.0366211,25.38461494,1035.934082,974.2857056
1554948031.03308,,,,
1554948031.03414,,,,
1554948031.03459,821.1721802,25.38461494,1059.706909,930.366272
1554948031.03538,,,,
1554948031.03848,803.8461304,25.38461494,811.5018311,800.2197876
1554948031.04125,,,,
1554948031.04125,,,,
1554948031.04134,,,,
1554948031.04136,,,,
1554948031.04138,,,,
1554948031.04139,,,,
1554948031.04141,,,,
1554948031.04142,,,,
1554948031.04144,,,,
1554948031.04146,,,,
1554948031.04148,,,,
1554948031.04149,,,,
1554948031.04151,,,,
1554948031.04152,,,,
1554948031.04153,,,,
1554948031.04153,,,,
1554948031.04154,,,,
1554948031.04156,,,,
1554948031.04238,806.2637329,25.38461494,582.6373901,813.9194336
1554948031.04628,813.1135254,25.38461494,896.5201416,946.8864746
1554948031.05018,822.3809814,25.38461494,1169.304077,962.1978149
1554948031.05247,,,,
1554948031.05408,821.5750732,25.38461494,923.9194336,832.4542236
1554948031.05476,,,,
1554948031.05798,813.9194336,24.98168564,703.1135254,793.7728882
1554948031.06188,818.3516235,25.38461494,773.2234497,904.5787354
1554948031.06578,819.5604248,25.38461494,980.732605,955.7509155
1554948031.06929,,,,
1554948031.06967,816.7399292,25.38461494,912.6373901,855.0183105
1554948031.07187,,,,
1554948031.07357,810.6959839,25.38461494,672.4908447,777.6557007
1554948031.07413,,,,
1554948031.07747,808.2783813,25.38461494,740.1831665,875.164856
1554948031.08137,816.7399292,25.38461494,972.6740112,977.1062012
1554948031.08527,804.6520386,25.38461494,911.0256348,897.7289429
1554948031.08917,796.9963379,24.98168564,447.6556702,787.3259888
1554948031.09126,,,,
1554948031.09307,813.9194336,25.38461494,241.7582397,836.4835205
1554948031.09350,,,,
1554948031.09697,821.9780273,25.38461494,749.0476074,954.9450684
1554948031.10087,819.1575317,25.38461494,1013.369934,941.2454224
1554948031.10443,,,,
1554948031.10476,816.3369751,25.38461494,682.967041,816.3369751
1554948031.10866,818.7545776,25.38461494,547.5823975,809.4871826
1554948031.11065,,,,
1554948031.11256,816.7399292,24.98168564,813.9194336,942.4542236
1554948031.11287,,,,
1554948031.11646,812.7106323,25.38461494,1003.699646,968.2417603
1554948031.12036,815.934082,25.38461494,734.5421143,824.7985229
1554948031.12426,824.3956299,25.38461494,492.7838745,766.7765503
1554948031.12816,817.9487305,25.38461494,758.7179565,887.6557007
1554948031.13004,,,,
1554948031.13206,816.3369751,25.38461494,1098.79126,969.0476074
1554948031.13224,,,,
1554948031.13595,827.2161255,25.38461494,918.2783813,864.2857056
1554948031.13958,,,,
1554948031.13985,816.3369751,25.38461494,672.4908447,763.1502075
1554948031.14261,,,,
1554948031.14261,,,,
1554948031.14269,,,,
1554948031.14271,,,,
1554948031.14273,,,,
1554948031.14274,,,,
1554948031.14276,,,,
1554948031.14277,,,,
1554948031.14279,,,,
1554948031.14282,,,,
1554948031.14283,,,,
1554948031.14285,,,,
1554948031.14286,,,,
1554948031.14287,,,,
1554948031.14288,,,,
1554948031.14289,,,,
1554948031.14289,,,,
1554948031.14292,,,,
1554948031.14375,807.8754883,25.38461494,783.699646,849.7802124
1554948031.14765,813.9194336,25.38461494,1088.315063,967.032959
1554948031.14944,,,,
1554948031.15155,824.7985229,25.38461494,882.0146484,898.9377441
1554948031.15161,,,,
1554948031.15545,823.9926758,25.38461494,391.6483459,762.3442993
1554948031.15935,810.6959839,24.98168564,590.2930298,808.6813354
1554948031.16325,806.666687,25.38461494,940.0366211,947.6923218
1554948031.16714,817.5457764,25.38461494,1011.75824,938.4249268
1554948031.16883,,,,
1554948031.17099,,,,
1554948031.17104,814.7252808,25.38461494,745.0183105,808.6813354
1554948031.17473,,,,
1554948031.17494,809.4871826,25.38461494,607.6190186,801.8314819
1554948031.17884,816.7399292,25.38461494,799.0109863,939.2307739
1554948031.18274,817.5457764,25.38461494,921.9047852,979.5238037
1554948031.18664,830.8424683,25.38461494,662.8204956,861.0622559
1554948031.18822,,,,
1554948031.19036,,,,
1554948031.19054,836.0805664,25.38461494,345.7142944,794.5787354
1554948031.19444,834.065918,25.38461494,601.9780273,907.8021851
1554948031.19834,840.5128174,25.38461494,944.065918,998.8644409
1554948031.20223,838.901123,25.38461494,812.7106323,897.7289429
1554948031.20613,830.4395752,25.38461494,571.3552856,792.5640869
1554948031.20762,,,,
1554948031.20973,,,,
1554948031.20988,,,,
1554948031.21003,838.901123,25.38461494,565.7142944,867.9121094
1554948031.21393,841.7216187,25.38461494,761.5384521,977.1062012
1554948031.21783,830.8424683,25.38461494,952.9304199,917.0695801
1554948031.22173,828.0219727,25.38461494,728.4981689,798.6080322
1554948031.22563,826.4102783,25.38461494,560.4761963,836.0805664
1554948031.22701,,,,
1554948031.22910,,,,
1554948031.22953,825.2014771,25.38461494,809.4871826,965.8241577
1554948031.23342,822.7838745,25.38461494,971.0622559,949.7069702
1554948031.23732,829.633728,25.38461494,749.4505615,812.7106323
1554948031.24122,833.2600708,25.38461494,372.3076782,794.1758423
1554948031.24396,,,,
1554948031.24396,,,,
1554948031.24405,,,,
1554948031.24407,,,,
1554948031.24408,,,,
1554948031.24410,,,,
1554948031.24411,,,,
1554948031.24413,,,,
1554948031.24415,,,,
1554948031.24417,,,,
1554948031.24419,,,,
1554948031.24420,,,,
1554948031.24422,,,,
1554948031.24422,,,,
1554948031.24423,,,,
1554948031.24424,,,,
1554948031.24425,,,,
1554948031.24427,,,,
1554948031.24502,,,,
1554948031.24512,827.2161255,25.38461494,540.732605,913.8461304
1554948031.24640,,,,
1554948031.24847,,,,
1554948031.24902,825.2014771,25.38461494,1036.337036,965.4212646
1554948031.25292,822.7838745,25.38461494,922.3076782,861.0622559
1554948031.25682,815.934082,25.38461494,637.4359131,784.9084473
1554948031.26072,815.1282349,25.38461494,779.6703491,882.0146484
1554948031.26461,824.7985229,25.38461494,1108.864502,982.7472534
1554948031.26579,,,,
1554948031.26784,,,,
1554948031.26851,830.0366211,25.38461494,977.9121094,900.1465454
1554948031.27241,837.2893677,25.38461494,603.9926758,785.3113403
1554948031.27631,830.4395752,25.38461494,613.2600708,846.5567627
1554948031.28017,,,,
1554948031.28021,823.1868286,25.38461494,942.0512695,979.1208496
1554948031.28411,820.7692261,25.38461494,1059.706909,939.2307739
1554948031.28519,,,,
1554948031.28722,,,,
1554948031.28801,804.6520386,25.38461494,730.5128174,790.9523926
1554948031.29191,808.6813354,25.38461494,539.9267578,800.6226807
1554948031.29581,813.1135254,25.38461494,813.9194336,931.5750732
1554948031.29970,817.5457764,25.38461494,851.7948608,936.0073242
1554948031.30360,817.9487305,25.38461494,437.9853516,795.7875366
1554948031.30458,,,,
1554948031.30659,,,,
1554948031.30750,809.4871826,25.38461494,372.3076782,756.7033081
1554948031.31140,815.1282349,25.38461494,714.7985229,890.4761963
1554948031.31530,823.5897217,25.38461494,996.4468994,958.5714111
1554948031.31532,,,,
1554948031.31920,834.4688721,25.38461494,838.901123,851.7948608
1554948031.32310,832.8571167,25.38461494,487.1428528,771.2088013
1554948031.32397,,,,
1554948031.32596,,,,
1554948031.32700,822.7838745,25.38461494,668.8644409,871.5384521
1554948031.33089,828.8278198,25.38461494,877.1795044,969.0476074
1554948031.33479,826.0073242,25.38461494,785.7142944,875.9707031
1554948031.33869,822.3809814,25.38461494,653.9560547,766.7765503
1554948031.34259,823.9926758,25.38461494,646.300354,829.633728
1554948031.34336,,,,
1554948031.34531,,,,
1554948031.34531,,,,
1554948031.34533,,,,
1554948031.34540,,,,
1554948031.34542,,,,
1554948031.34544,,,,
1554948031.34545,,,,
1554948031.34547,,,,
1554948031.34548,,,,
1554948031.34550,,,,
1554948031.34552,,,,
1554948031.34554,,,,
1554948031.34555,,,,
1554948031.34557,,,,
1554948031.34558,,,,
1554948031.34559,,,,
1554948031.34559,,,,
1554948031.34560,,,,
1554948031.34562,,,,
1554948031.34649,823.5897217,25.38461494,940.0366211,961.7948608
1554948031.35039,817.5457764,25.38461494,1014.981689,935.2014771
1554948031.35047,,,,
1554948031.35429,815.934082,25.38461494,693.8461304,794.1758423
1554948031.35819,813.1135254,25.38461494,401.7216187,798.2051392
1554948031.36208,812.3076782,25.38461494,617.2893677,932.3809814
1554948031.36276,,,,
1554948031.36470,,,,
1554948031.36598,818.7545776,25.38461494,923.5164795,963.0036621
1554948031.36988,823.9926758,25.38461494,623.7362671,838.901123
1554948031.37378,811.098877,25.38461494,439.1941528,789.3406372
1554948031.37768,809.8901367,25.38461494,740.9890137,909.8168335
1554948031.38158,828.8278198,24.98168564,1029.890137,975.0915527
1554948031.38215,,,,
1554948031.38407,,,,
1554948031.38548,827.6190186,25.38461494,975.0915527,868.3150024
1554948031.38562,,,,
1554948031.38938,825.2014771,25.38461494,572.1611938,782.4908447
1554948031.39328,824.3956299,25.38461494,511.3186951,854.2124634
1554948031.39717,821.9780273,25.38461494,975.0915527,958.9743652
1554948031.40107,828.8278198,25.38461494,963.4066162,902.967041
1554948031.40154,,,,
1554948031.40345,,,,
1554948031.40497,817.1428833,25.38461494,590.2930298,775.2380981
1554948031.40887,807.4725342,25.38461494,556.8497925,819.1575317
1554948031.41277,817.1428833,25.38461494,887.2527466,950.1098633
1554948031.41667,826.4102783,25.38461494,954.5421143,938.4249268
1554948031.42057,831.2454224,25.38461494,495.2014771,809.4871826
1554948031.42076,,,,
1554948031.42093,,,,
1554948031.42282,,,,
1554948031.42447,831.2454224,25.38461494,277.2161255,786.5201416
1554948031.42836,820.7692261,25.38461494,776.0439453,911.4285889
1554948031.43226,825.2014771,25.38461494,1058.095215,952.9304199
1554948031.43616,838.901123,25.38461494,840.1098633,832.0512695
1554948031.44006,828.0219727,25.38461494,648.3150024,779.267395
1554948031.44033,,,,
1554948031.44219,,,,
1554948031.44396,832.0512695,25.38461494,807.8754883,892.8937988
1554948031.44667,,,,
1554948031.44667,,,,
1554948031.44675,,,,
1554948031.44677,,,,
1554948031.44679,,,,
1554948031.44680,,,,
1554948031.44682,,,,
1554948031.44683,,,,
1554948031.44685,,,,
1554948031.44687,,,,
1554948031.44689,,,,
1554948031.44691,,,,
1554948031.44692,,,,
1554948031.44693,,,,
1554948031.44694,,,,
1554948031.44695,,,,
1554948031.44695,,,,
1554948031.44698,,,,
1554948031.44786,833.2600708,25.38461494,1073.80957,974.2857056
1554948031.45176,821.1721802,25.38461494,947.2893677,874.3589478
1554948031.45566,819.9633789,25.38461494,697.0695801,770
1554948031.45591,,,,
1554948031.45955,825.6043701,25.38461494,775.2380981,849.7802124
1554948031.45972,,,,
1554948031.46156,,,,
1554948031.46345,830.0366211,25.38461494,1069.377319,974.2857056
1554948031.46735,826.0073242,25.38461494,1146.739868,919.4871826
1554948031.47125,828.0219727,25.38461494,813.1135254,780.4761963
1554948031.47515,823.5897217,25.38461494,697.0695801,806.2637329
1554948031.47905,813.1135254,25.38461494,944.065918,946.0805664
1554948031.47911,,,,
1554948031.48093,,,,
1554948031.48295,814.3223267,25.38461494,915.0549316,936.0073242
1554948031.48685,816.7399292,25.38461494,770.4029541,800.2197876
1554948031.49075,811.9047852,25.38461494,703.1135254,787.7289429
1554948031.49106,,,,
1554948031.49464,823.5897217,25.38461494,916.2637329,914.2490845
1554948031.49851,,,,
1554948031.49854,823.1868286,25.38461494,1116.923096,963.4066162
1554948031.50030,,,,
1554948031.50244,809.0842285,25.38461494,856.2271118,850.1831665
1554948031.50634,819.1575317,25.38461494,586.666687,777.2527466
1554948031.51024,829.2307739,25.38461494,524.6153564,869.9267578
1554948031.51414,809.0842285,25.38461494,840.1098633,956.1538696
1554948031.51790,,,,
1554948031.51804,797.8021851,25.38461494,1039.560425,875.9707031
1554948031.51968,,,,
1554948031.52194,806.2637329,25.38461494,693.4432373,771.2088013
1554948031.52583,815.1282349,25.38461494,679.7435913,835.2747192
1554948031.52621,,,,
1554948031.52973,820.366272,25.38461494,1002.893799,963.0036621
1554948031.53363,822.7838745,25.38461494,1037.545776,921.098877
1554948031.53729,,,,
1554948031.53753,817.5457764,25.38461494,771.2088013,793.7728882
1554948031.53905,,,,
1554948031.54143,819.1575317,25.38461494,596.7399292,813.9194336
1554948031.54533,820.7692261,25.38461494,908.2051392,943.2600708
1554948031.54802,,,,
1554948031.54802,,,,
1554948031.54811,,,,
1554948031.54813,,,,
1554948031.54814,,,,
1554948031.54816,,,,
1554948031.54817,,,,
1554948031.54819,,,,
1554948031.54821,,,,
1554948031.54823,,,,
1554948031.54824,,,,
1554948031.54826,,,,
1554948031.54828,,,,
1554948031.54828,,,,
1554948031.54829,,,,
1554948031.54830,,,,
1554948031.54831,,,,
1554948031.54833,,,,
1554948031.54923,825.2014771,25.38461494,1171.318726,958.9743652
1554948031.55313,823.1868286,25.38461494,912.234436,833.2600708
1554948031.55668,,,,
1554948031.55702,815.1282349,24.98168564,606.4102783,790.1465454
1554948031.55842,,,,
1554948031.56092,817.5457764,24.98168564,828.8278198,906.5933838
1554948031.56135,,,,
1554948031.56482,822.7838745,25.38461494,1155.201416,972.2710571
1554948031.56872,826.8131714,25.38461494,862.6740112,869.5238037
1554948031.57262,821.1721802,25.38461494,386.4102478,784.1025391
1554948031.57608,,,,
1554948031.57652,812.3076782,25.38461494,561.2820435,875.567749
1554948031.57779,,,,
1554948031.58042,825.2014771,25.38461494,938.8278198,984.3589478
1554948031.58432,833.6630249,25.38461494,913.8461304,906.1904907
1554948031.58822,825.2014771,25.38461494,573.3699341,786.1171875
1554948031.59211,821.5750732,25.38461494,562.4908447,836.4835205
1554948031.59547,,,,
1554948031.59601,825.6043701,25.38461494,962.600708,965.0183105
1554948031.59650,,,,
1554948031.59716,,,,
1554948031.59991,825.2014771,25.38461494,931.1721802,934.7985229
1554948031.60381,829.633728,25.38461494,567.3259888,796.1904907
1554948031.60771,814.7252808,25.38461494,537.1062012,796.1904907
1554948031.61161,806.666687,25.38461494,863.4798584,927.9487305
1554948031.61486,,,,
1554948031.61551,815.1282349,25.38461494,1116.923096,944.8717651
1554948031.61653,,,,
1554948031.61941,817.5457764,25.38461494,876.7765503,817.1428833
1554948031.62330,810.6959839,25.38461494,646.7033081,770.4029541
1554948031.62720,802.6373901,25.38461494,891.6849976,886.8497925
1554948031.63110,806.2637329,25.38461494,940.4395752,958.5714111
1554948031.63165,,,,
1554948031.63425,,,,
1554948031.63500,805.0549316,25.38461494,743.4066162,845.7509155
1554948031.63591,,,,
1554948031.63890,789.3406372,25.38461494,597.5457764,767.5823975
1554948031.64280,793.7728882,25.38461494,700.6959839,866.300354
1554948031.64670,809.8901367,25.38461494,966.2271118,979.9267578
1554948031.64937,,,,
1554948031.64937,,,,
1554948031.64946,,,,
1554948031.64948,,,,
1554948031.64949,,,,
1554948031.64951,,,,
1554948031.64952,,,,
1554948031.64954,,,,
1554948031.64956,,,,
1554948031.64958,,,,
1554948031.64960,,,,
1554948031.64961,,,,
1554948031.64963,,,,
1554948031.64964,,,,
1554948031.64964,,,,
1554948031.64965,,,,
1554948031.64966,,,,
1554948031.64968,,,,
1554948031.65060,807.8754883,25.38461494,838.0952148,919.0842285
1554948031.65365,,,,
1554948031.65449,799.0109863,25.38461494,546.3735962,788.9377441
1554948031.65528,,,,
1554948031.65839,811.5018311,25.38461494,533.0769043,830.8424683
1554948031.66229,811.9047852,25.38461494,728.4981689,958.1685181
1554948031.66619,798.2051392,24.98168564,960.9890137,931.9780273
1554948031.66680,,,,
1554948031.67009,798.2051392,25.38461494,840.1098633,807.8754883
1554948031.67304,,,,
1554948031.67399,774.0292969,25.38461494,643.0769043,797.399292
1554948031.67465,,,,
1554948031.67789,777.6557007,25.38461494,869.9267578,930.366272
1554948031.68179,793.3699341,25.38461494,988.7911987,962.1978149
1554948031.68569,783.2966919,25.38461494,666.0439453,817.9487305
1554948031.68958,776.8497925,25.38461494,357.3992615,757.9121094
1554948031.69243,,,,
1554948031.69348,774.0292969,25.38461494,565.3113403,873.5531006
1554948031.69402,,,,
1554948031.69738,780.4761963,25.38461494,831.2454224,953.7362671
1554948031.70128,777.6557007,25.38461494,770.8058472,854.6153564
1554948031.70194,,,,
1554948031.70518,779.6703491,25.38461494,443.6263733,753.8828125
1554948031.70908,772.4176025,25.38461494,478.6813049,826.4102783
1554948031.71183,,,,
1554948031.71298,767.5823975,25.38461494,981.5384521,946.8864746
1554948031.71339,,,,
1554948031.71688,789.7435913,25.38461494,1098.388306,899.3406372
1554948031.72077,776.8497925,25.38461494,666.4468994,770
1554948031.72467,761.1355591,25.38461494,594.3223267,796.1904907
1554948031.72857,781.2820435,25.38461494,1140.293091,934.7985229
1554948031.73122,,,,
1554948031.73247,794.5787354,25.38461494,1292.600708,944.4688721
1554948031.73276,,,,
1554948031.73637,789.3406372,25.38461494,941.2454224,815.1282349
1554948031.73709,,,,
1554948031.74027,783.699646,25.38461494,695.4578857,780.8791504
1554948031.74417,791.3552856,25.38461494,821.1721802,902.5640869
1554948031.74807,807.0695801,25.38461494,956.1538696,957.3626099
1554948031.75061,,,,
1554948031.75073,,,,
1554948031.75073,,,,
1554948031.75081,,,,
1554948031.75083,,,,
1554948031.75085,,,,
1554948031.75086,,,,
1554948031.75088,,,,
1554948031.75089,,,,
1554948031.75091,,,,
1554948031.75093,,,,
1554948031.75095,,,,
1554948031.75096,,,,
1554948031.75098,,,,
1554948031.75099,,,,
1554948031.75100,,,,
1554948031.75100,,,,
1554948031.75101,,,,
1554948031.75103,,,,
1554948031.75196,805.8607788,25.38461494,756.7033081,842.5274658
1554948031.75213,,,,
1554948031.75586,798.2051392,25.38461494,649.1208496,773.6264038
1554948031.75976,803.8461304,25.38461494,934.7985229,895.3113403
1554948031.76366,804.6520386,25.38461494,1220.073242,996.8497925
1554948031.76756,805.8607788,25.38461494,1100,905.7875366
1554948031.77000,,,,
1554948031.77146,777.2527466,25.38461494,766.3735962,782.4908447
1554948031.77151,,,,
1554948031.77224,,,,
1554948031.77536,744.6153564,25.38461494,732.9304199,832.0512695
1554948031.77926,739.7802124,25.38461494,866.7033081,932.7838745
1554948031.78316,731.7216187,25.38461494,579.8168335,858.6447144
1554948031.78705,718.0219727,25.38461494,116.8498154,707.9487305
1554948031.78940,,,,
1554948031.79088,,,,
1554948031.79095,695.8607788,25.38461494,12.49084282,703.9194336
1554948031.79485,667.6557007,25.38461494,39.89011002,798.6080322
1554948031.79875,655.9707031,25.38461494,23.36996269,778.8644409
1554948031.80265,650.732605,25.38461494,25.38461494,637.032959
1554948031.80655,622.1245117,25.38461494,25.38461494,589.0842285
1554948031.80739,,,,
1554948031.80879,,,,
1554948031.81025,,,,
1554948031.81045,612.8571167,25.38461494,24.98168564,700.2930298
1554948031.81435,613.2600708,25.38461494,27.80219841,750.2564087
1554948031.81824,609.2307739,25.38461494,45.53113556,647.1062012
1554948031.82214,635.4212646,25.38461494,2.417582512,586.666687
1554948031.82604,646.300354,25.38461494,155.1282043,690.6226807
1554948031.82818,,,,
1554948031.82962,,,,
1554948031.82994,641.868103,25.38461494,679.3406372,793.3699341
1554948031.83384,657.9853516,24.98168564,798.6080322,726.8864746
1554948031.83774,665.2380981,27.80219841,498.0219727,630.9890137
1554948031.84164,680.1465454,22.16117287,486.3370056,703.1135254
1554948031.84253,,,,
1554948031.84554,702.7106323,34.24908447,1082.271118,839.7069702
1554948031.84757,,,,
1554948031.84899,,,,
1554948031.84943,719.633728,110,1507.362671,830.0366211
1554948031.85208,,,,
1554948031.85208,,,,
1554948031.85217,,,,
1554948031.85219,,,,
1554948031.85220,,,,
1554948031.85221,,,,
1554948031.85223,,,,
1554948031.85224,,,,
1554948031.85226,,,,
1554948031.85229,,,,
1554948031.85230,,,,
1554948031.85232,,,,
1554948031.85233,,,,
1554948031.85234,,,,
1554948031.85235,,,,
1554948031.85236,,,,
1554948031.85236,,,,
1554948031.85239,,,,
1554948031.85333,726.4835205,133.7728882,1299.853516,723.6630249
1554948031.85723,746.6300659,320.3296814,1330.476196,745.8241577
1554948031.86113,774.835144,921.5018311,1610.512817,895.7142944
1554948031.86503,780.8791504,1421.538452,10.07326031,936.0073242
1554948031.86697,,,,
1554948031.86836,,,,
1554948031.86893,795.3846436,1377.619019,1628.241699,825.2014771
1554948031.87283,806.2637329,1454.981689,1641.941406,794.5787354
1554948031.87673,823.5897217,15.71428585,1.208791256,922.7106323
1554948031.87768,,,,
1554948031.88063,840.9157715,1646.776611,1649.194092,1000.073242
1554948031.88452,841.7216187,1646.373657,1.611721635,908.2051392
1554948031.88636,,,,
1554948031.88774,,,,
1554948031.88842,856.6300659,0.402930409,1625.824219,822.7838745
1554948031.89232,862.2710571,1650,1627.032959,900.9523926
1554948031.89622,855.0183105,1650,18.93772888,1007.728943
1554948031.90012,866.7033081,1650,1598.827881,945.2747192
1554948031.90402,871.9414063,1650,1535.970703,825.6043701
1554948031.90575,,,,
1554948031.90711,,,,
1554948031.90792,873.5531006,1650,1636.703247,875.164856
1554948031.91182,884.432251,1650,6.446886539,1009.743591
1554948031.91283,,,,
1554948031.91571,894.9084473,1650,1644.761963,993.6264038
1554948031.91961,894.5054932,1650,0.402930409,869.1208496
1554948031.92351,887.2527466,1650,1650,857.4359131
1554948031.92514,,,,
1554948031.92648,,,,
1554948031.92741,898.9377441,1650,1649.597046,979.5238037
1554948031.93131,886.4468994,1650,1650,1010.549438
1554948031.93521,870.732605,1650,1650,886.0439453
1554948031.93911,883.2234497,1650,1648.388306,838.901123
1554948031.94301,890.4761963,1650,1648.79126,954.9450684
1554948031.94454,,,,
1554948031.94585,,,,
1554948031.94690,899.3406372,1650,0,1030.293091
1554948031.94798,,,,
1554948031.95080,892.8937988,1650,0,933.9926758
1554948031.95343,,,,
1554948031.95343,,,,
1554948031.95352,,,,
1554948031.95354,,,,
1554948031.95355,,,,
1554948031.95357,,,,
1554948031.95358,,,,
1554948031.95360,,,,
1554948031.95362,,,,
1554948031.95364,,,,
1554948031.95366,,,,
1554948031.95367,,,,
1554948031.95369,,,,
1554948031.95369,,,,
1554948031.95370,,,,
1554948031.95371,,,,
1554948031.95372,,,,
1554948031.95374,,,,
1554948031.95470,888.4615479,1650,1635.494507,830.4395752
1554948031.95860,903.3699341,1650,1641.135498,908.2051392
1554948031.96250,913.4432373,1650,1648.388306,1017.399292
1554948031.96393,,,,
1554948031.96522,,,,
1554948031.96640,891.6849976,1650,8.864468575,952.9304199
1554948031.97030,888.8644409,1650,1600.842529,834.4688721
1554948031.97420,905.3846436,1650,1581.501831,872.7472534
1554948031.97810,898.53479,1650,1645.164795,1006.117188
1554948031.98199,893.2966919,1650,12.08791256,992.0146484
1554948031.98312,,,,
1554948031.98332,,,,
1554948031.98459,,,,
1554948031.98589,893.2966919,1650,1597.216064,861.46521
1554948031.98979,888.4615479,1650,1322.820557,844.9450684
1554948031.99369,880,1650,1433.626343,958.5714111
1554948031.99759,886.0439453,1650,43.51648331,1008.937744
1554948032.00149,880.8058472,1650,1581.904785,897.7289429
1554948032.00272,,,,
1554948032.00397,,,,
1554948032.00539,863.4798584,1650,1422.747192,830.0366211
1554948032.00929,862.2710571,1650,1502.124512,931.9780273
1554948032.01318,863.8828125,1650,35.0549469,1006.520142
1554948032.01708,865.4945068,1650,1534.359009,913.8461304
1554948032.01827,,,,
1554948032.02098,875.9707031,1650,1121.758301,815.934082
1554948032.02211,,,,
1554948032.02334,,,,
